Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,408
  scalars                 : 12
  total                   : 26,346,060
Estimated FLOPs per token: 9.673459e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011249 | lrm: 1.00 | dt: 1466ms | tok/sec: 11,178 | mfu: 7.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.934780 | lrm: 1.00 | dt: 340ms | tok/sec: 48,164 | mfu: 31.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.681718 | lrm: 1.00 | dt: 298ms | tok/sec: 55,050 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.338754 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.028771 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775651 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.555651 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.381238 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.240231 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.112508 | lrm: 1.00 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.993913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.904808 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.823026 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.750104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,817 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00793 (77.8%) | loss: 3.857838 | lrm: 0.44 | dt: 299ms | tok/sec: 54,774 | mfu: 35.3% | epoch: 1 | remaining: 66s    
step 00794 (77.9%) | loss: 3.858842 | lrm: 0.44 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 66s    
step 00795 (78.0%) | loss: 3.854048 | lrm: 0.44 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 66s    
step 00796 (78.1%) | loss: 3.848170 | lrm: 0.44 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 66s    
step 00797 (78.2%) | loss: 3.855123 | lrm: 0.44 | dt: 298ms | tok/sec: 54,912 | mfu: 35.4% | epoch: 1 | remaining: 65s    
step 00798 (78.3%) | loss: 3.863121 | lrm: 0.43 | dt: 298ms | tok/sec: 54,933 | mfu: 35.4% | epoch: 1 | remaining: 65s    
step 00799 (78.4%) | loss: 3.857037 | lrm: 0.43 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 65s    
step 00800 (78.5%) | loss: 3.863756 | lrm: 0.43 | dt: 298ms | tok/sec: 55,033 | mfu: 35.5% | epoch: 1 | remaining: 64s    
step 00801 (78.6%) | loss: 3.849820 | lrm: 0.43 | dt: 299ms | tok/sec: 54,868 | mfu: 35.4% | epoch: 1 | remaining: 64s    
step 00802 (78.7%) | loss: 3.854824 | lrm: 0.43 | dt: 299ms | tok/sec: 54,870 | mfu: 35.4% | epoch: 1 | remaining: 64s    
step 00803 (78.8%) | loss: 3.860325 | lrm: 0.42 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 63s    
step 00804 (78.9%) | loss: 3.868642 | lrm: 0.42 | dt: 298ms | tok/sec: 54,969 | mfu: 35.4% | epoch: 1 | remaining: 63s    
step 00805 (79.0%) | loss: 3.863144 | lrm: 0.42 | dt: 299ms | tok/sec: 54,828 | mfu: 35.4% | epoch: 1 | remaining: 63s    
step 00806 (79.1%) | loss: 3.868149 | lrm: 0.42 | dt: 298ms | tok/sec: 55,022 | mfu: 35.5% | epoch: 1 | remaining: 63s    
step 00807 (79.2%) | loss: 3.861438 | lrm: 0.42 | dt: 298ms | tok/sec: 54,934 | mfu: 35.4% | epoch: 1 | remaining: 62s    
step 00808 (79.3%) | loss: 3.851830 | lrm: 0.41 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 62s    
step 00809 (79.4%) | loss: 3.839320 | lrm: 0.41 | dt: 298ms | tok/sec: 54,966 | mfu: 35.4% | epoch: 1 | remaining: 62s    
step 00810 (79.5%) | loss: 3.846342 | lrm: 0.41 | dt: 298ms | tok/sec: 54,969 | mfu: 35.4% | epoch: 1 | remaining: 61s    
step 00811 (79.6%) | loss: 3.859586 | lrm: 0.41 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 61s    
step 00812 (79.7%) | loss: 3.845769 | lrm: 0.41 | dt: 298ms | tok/sec: 55,025 | mfu: 35.5% | epoch: 1 | remaining: 61s    
step 00813 (79.8%) | loss: 3.841687 | lrm: 0.40 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 60s    
step 00814 (79.9%) | loss: 3.827744 | lrm: 0.40 | dt: 299ms | tok/sec: 54,854 | mfu: 35.4% | epoch: 1 | remaining: 60s    
step 00815 (80.0%) | loss: 3.826901 | lrm: 0.40 | dt: 298ms | tok/sec: 55,010 | mfu: 35.5% | epoch: 1 | remaining: 60s    
step 00816 (80.1%) | loss: 3.833719 | lrm: 0.40 | dt: 298ms | tok/sec: 55,010 | mfu: 35.5% | epoch: 1 | remaining: 60s    
step 00817 (80.2%) | loss: 3.842316 | lrm: 0.40 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 59s    
step 00818 (80.3%) | loss: 3.836290 | lrm: 0.39 | dt: 298ms | tok/sec: 54,973 | mfu: 35.5% | epoch: 1 | remaining: 59s    
step 00819 (80.4%) | loss: 3.843440 | lrm: 0.39 | dt: 298ms | tok/sec: 55,034 | mfu: 35.5% | epoch: 1 | remaining: 59s    
step 00820 (80.5%) | loss: 3.843068 | lrm: 0.39 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 58s    
step 00821 (80.5%) | loss: 3.827559 | lrm: 0.39 | dt: 298ms | tok/sec: 54,966 | mfu: 35.4% | epoch: 1 | remaining: 58s    
step 00822 (80.6%) | loss: 3.833985 | lrm: 0.39 | dt: 298ms | tok/sec: 54,908 | mfu: 35.4% | epoch: 1 | remaining: 58s    
step 00823 (80.7%) | loss: 3.835991 | lrm: 0.39 | dt: 299ms | tok/sec: 54,850 | mfu: 35.4% | epoch: 1 | remaining: 57s    
step 00824 (80.8%) | loss: 3.836193 | lrm: 0.38 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 57s    
step 00825 (80.9%) | loss: 3.836849 | lrm: 0.38 | dt: 298ms | tok/sec: 54,932 | mfu: 35.4% | epoch: 1 | remaining: 57s    
step 00826 (81.0%) | loss: 3.842687 | lrm: 0.38 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 57s    
step 00827 (81.1%) | loss: 3.839752 | lrm: 0.38 | dt: 299ms | tok/sec: 54,866 | mfu: 35.4% | epoch: 1 | remaining: 56s    
step 00828 (81.2%) | loss: 3.834987 | lrm: 0.38 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 56s    
step 00829 (81.3%) | loss: 3.839226 | lrm: 0.37 | dt: 299ms | tok/sec: 54,768 | mfu: 35.3% | epoch: 1 | remaining: 56s    
step 00830 (81.4%) | loss: 3.828200 | lrm: 0.37 | dt: 299ms | tok/sec: 54,882 | mfu: 35.4% | epoch: 1 | remaining: 55s    
step 00831 (81.5%) | loss: 3.832189 | lrm: 0.37 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 55s    
step 00832 (81.6%) | loss: 3.830948 | lrm: 0.37 | dt: 299ms | tok/sec: 54,774 | mfu: 35.3% | epoch: 1 | remaining: 55s    
step 00833 (81.7%) | loss: 3.814422 | lrm: 0.37 | dt: 299ms | tok/sec: 54,721 | mfu: 35.3% | epoch: 1 | remaining: 54s    
step 00834 (81.8%) | loss: 3.818284 | lrm: 0.36 | dt: 298ms | tok/sec: 54,913 | mfu: 35.4% | epoch: 1 | remaining: 54s    
step 00835 (81.9%) | loss: 3.815839 | lrm: 0.36 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 54s    
step 00836 (82.0%) | loss: 3.815694 | lrm: 0.36 | dt: 299ms | tok/sec: 54,831 | mfu: 35.4% | epoch: 1 | remaining: 54s    
step 00837 (82.1%) | loss: 3.819757 | lrm: 0.36 | dt: 298ms | tok/sec: 54,935 | mfu: 35.4% | epoch: 1 | remaining: 53s    
step 00838 (82.2%) | loss: 3.814289 | lrm: 0.36 | dt: 299ms | tok/sec: 54,821 | mfu: 35.4% | epoch: 1 | remaining: 53s    
step 00839 (82.3%) | loss: 3.813135 | lrm: 0.35 | dt: 299ms | tok/sec: 54,830 | mfu: 35.4% | epoch: 1 | remaining: 53s    
step 00840 (82.4%) | loss: 3.816564 | lrm: 0.35 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 52s    
step 00841 (82.5%) | loss: 3.817201 | lrm: 0.35 | dt: 298ms | tok/sec: 54,994 | mfu: 35.5% | epoch: 1 | remaining: 52s    
step 00842 (82.6%) | loss: 3.826343 | lrm: 0.35 | dt: 299ms | tok/sec: 54,856 | mfu: 35.4% | epoch: 1 | remaining: 52s    
step 00843 (82.7%) | loss: 3.826892 | lrm: 0.35 | dt: 298ms | tok/sec: 54,913 | mfu: 35.4% | epoch: 1 | remaining: 51s    
step 00844 (82.8%) | loss: 3.836080 | lrm: 0.34 | dt: 298ms | tok/sec: 54,918 | mfu: 35.4% | epoch: 1 | remaining: 51s    
step 00845 (82.9%) | loss: 3.832889 | lrm: 0.34 | dt: 299ms | tok/sec: 54,793 | mfu: 35.3% | epoch: 1 | remaining: 51s    
step 00846 (83.0%) | loss: 3.832902 | lrm: 0.34 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 51s    
step 00847 (83.1%) | loss: 3.828714 | lrm: 0.34 | dt: 298ms | tok/sec: 54,981 | mfu: 35.5% | epoch: 1 | remaining: 50s    
step 00848 (83.2%) | loss: 3.825975 | lrm: 0.34 | dt: 300ms | tok/sec: 54,680 | mfu: 35.3% | epoch: 1 | remaining: 50s    
step 00849 (83.3%) | loss: 3.817085 | lrm: 0.33 | dt: 299ms | tok/sec: 54,833 | mfu: 35.4% | epoch: 1 | remaining: 50s    
step 00850 (83.4%) | loss: 3.827343 | lrm: 0.33 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 49s    
step 00851 (83.5%) | loss: 3.828613 | lrm: 0.33 | dt: 298ms | tok/sec: 54,972 | mfu: 35.5% | epoch: 1 | remaining: 49s    
step 00852 (83.6%) | loss: 3.826347 | lrm: 0.33 | dt: 298ms | tok/sec: 54,950 | mfu: 35.4% | epoch: 1 | remaining: 49s    
step 00853 (83.7%) | loss: 3.826612 | lrm: 0.33 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 49s    
step 00854 (83.8%) | loss: 3.819674 | lrm: 0.32 | dt: 299ms | tok/sec: 54,883 | mfu: 35.4% | epoch: 1 | remaining: 48s    
step 00855 (83.9%) | loss: 3.819336 | lrm: 0.32 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 48s    
step 00856 (84.0%) | loss: 3.814375 | lrm: 0.32 | dt: 298ms | tok/sec: 55,018 | mfu: 35.5% | epoch: 1 | remaining: 48s    
step 00857 (84.1%) | loss: 3.820693 | lrm: 0.32 | dt: 298ms | tok/sec: 54,926 | mfu: 35.4% | epoch: 1 | remaining: 47s    
step 00858 (84.2%) | loss: 3.814073 | lrm: 0.32 | dt: 298ms | tok/sec: 54,957 | mfu: 35.4% | epoch: 1 | remaining: 47s    
step 00859 (84.3%) | loss: 3.821520 | lrm: 0.31 | dt: 298ms | tok/sec: 54,959 | mfu: 35.4% | epoch: 1 | remaining: 47s    
step 00860 (84.4%) | loss: 3.828130 | lrm: 0.31 | dt: 298ms | tok/sec: 54,915 | mfu: 35.4% | epoch: 1 | remaining: 46s    
step 00861 (84.5%) | loss: 3.815453 | lrm: 0.31 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 46s    
step 00862 (84.6%) | loss: 3.818103 | lrm: 0.31 | dt: 298ms | tok/sec: 54,993 | mfu: 35.5% | epoch: 1 | remaining: 46s    
step 00863 (84.7%) | loss: 3.822761 | lrm: 0.31 | dt: 299ms | tok/sec: 54,887 | mfu: 35.4% | epoch: 1 | remaining: 46s    
step 00864 (84.8%) | loss: 3.823971 | lrm: 0.30 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 45s    
step 00865 (84.9%) | loss: 3.818831 | lrm: 0.30 | dt: 298ms | tok/sec: 54,888 | mfu: 35.4% | epoch: 1 | remaining: 45s    
step 00866 (85.0%) | loss: 3.810998 | lrm: 0.30 | dt: 298ms | tok/sec: 54,928 | mfu: 35.4% | epoch: 1 | remaining: 45s    
step 00867 (85.1%) | loss: 3.802648 | lrm: 0.30 | dt: 298ms | tok/sec: 54,991 | mfu: 35.5% | epoch: 1 | remaining: 44s    
step 00868 (85.2%) | loss: 3.807854 | lrm: 0.30 | dt: 298ms | tok/sec: 55,013 | mfu: 35.5% | epoch: 1 | remaining: 44s    
step 00869 (85.3%) | loss: 3.815288 | lrm: 0.29 | dt: 299ms | tok/sec: 54,870 | mfu: 35.4% | epoch: 1 | remaining: 44s    
step 00870 (85.4%) | loss: 3.812246 | lrm: 0.29 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 43s    
step 00871 (85.5%) | loss: 3.816303 | lrm: 0.29 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 43s    
step 00872 (85.6%) | loss: 3.816294 | lrm: 0.29 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 43s    
step 00873 (85.7%) | loss: 3.799902 | lrm: 0.29 | dt: 299ms | tok/sec: 54,880 | mfu: 35.4% | epoch: 1 | remaining: 43s    
step 00874 (85.8%) | loss: 3.790973 | lrm: 0.28 | dt: 298ms | tok/sec: 55,004 | mfu: 35.5% | epoch: 1 | remaining: 42s    
step 00875 (85.9%) | loss: 3.787382 | lrm: 0.28 | dt: 299ms | tok/sec: 54,748 | mfu: 35.3% | epoch: 1 | remaining: 42s    
step 00876 (86.0%) | loss: 3.788775 | lrm: 0.28 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 42s    
step 00877 (86.1%) | loss: 3.778460 | lrm: 0.28 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 41s    
step 00878 (86.2%) | loss: 3.775805 | lrm: 0.28 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 41s    
step 00879 (86.3%) | loss: 3.781153 | lrm: 0.27 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 41s    
step 00880 (86.4%) | loss: 3.775442 | lrm: 0.27 | dt: 298ms | tok/sec: 54,983 | mfu: 35.5% | epoch: 1 | remaining: 40s    
step 00881 (86.5%) | loss: 3.771458 | lrm: 0.27 | dt: 298ms | tok/sec: 54,915 | mfu: 35.4% | epoch: 1 | remaining: 40s    
step 00882 (86.6%) | loss: 3.766938 | lrm: 0.27 | dt: 298ms | tok/sec: 54,977 | mfu: 35.5% | epoch: 1 | remaining: 40s    
step 00883 (86.7%) | loss: 3.755143 | lrm: 0.27 | dt: 299ms | tok/sec: 54,856 | mfu: 35.4% | epoch: 1 | remaining: 40s    
step 00884 (86.8%) | loss: 3.748769 | lrm: 0.26 | dt: 298ms | tok/sec: 54,966 | mfu: 35.4% | epoch: 1 | remaining: 39s    
step 00885 (86.9%) | loss: 3.742177 | lrm: 0.26 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 39s    
step 00886 (87.0%) | loss: 3.745516 | lrm: 0.26 | dt: 299ms | tok/sec: 54,868 | mfu: 35.4% | epoch: 1 | remaining: 39s    
step 00887 (87.1%) | loss: 3.762941 | lrm: 0.26 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 38s    
step 00888 (87.2%) | loss: 3.751062 | lrm: 0.26 | dt: 299ms | tok/sec: 54,839 | mfu: 35.4% | epoch: 1 | remaining: 38s    
step 00889 (87.3%) | loss: 3.751770 | lrm: 0.25 | dt: 298ms | tok/sec: 54,943 | mfu: 35.4% | epoch: 1 | remaining: 38s    
step 00890 (87.4%) | loss: 3.759449 | lrm: 0.25 | dt: 298ms | tok/sec: 54,981 | mfu: 35.5% | epoch: 1 | remaining: 37s    
step 00891 (87.5%) | loss: 3.752574 | lrm: 0.25 | dt: 299ms | tok/sec: 54,841 | mfu: 35.4% | epoch: 1 | remaining: 37s    
step 00892 (87.6%) | loss: 3.770025 | lrm: 0.25 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 37s    
step 00893 (87.7%) | loss: 3.765684 | lrm: 0.25 | dt: 299ms | tok/sec: 54,855 | mfu: 35.4% | epoch: 1 | remaining: 37s    
step 00894 (87.8%) | loss: 3.775464 | lrm: 0.24 | dt: 299ms | tok/sec: 54,830 | mfu: 35.4% | epoch: 1 | remaining: 36s    
step 00895 (87.9%) | loss: 3.766389 | lrm: 0.24 | dt: 299ms | tok/sec: 54,865 | mfu: 35.4% | epoch: 1 | remaining: 36s    
step 00896 (88.0%) | loss: 3.778144 | lrm: 0.24 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 36s    
step 00897 (88.1%) | loss: 3.789192 | lrm: 0.24 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 35s    
step 00898 (88.2%) | loss: 3.770896 | lrm: 0.24 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 35s    
step 00899 (88.3%) | loss: 3.778703 | lrm: 0.23 | dt: 298ms | tok/sec: 54,944 | mfu: 35.4% | epoch: 1 | remaining: 35s    
step 00900 (88.4%) | loss: 3.771220 | lrm: 0.23 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 34s    
step 00901 (88.5%) | loss: 3.765989 | lrm: 0.23 | dt: 298ms | tok/sec: 55,000 | mfu: 35.5% | epoch: 1 | remaining: 34s    
step 00902 (88.6%) | loss: 3.765829 | lrm: 0.23 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 34s    
step 00903 (88.7%) | loss: 3.751227 | lrm: 0.23 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 34s    
step 00904 (88.8%) | loss: 3.748055 | lrm: 0.22 | dt: 298ms | tok/sec: 54,993 | mfu: 35.5% | epoch: 1 | remaining: 33s    
step 00905 (88.9%) | loss: 3.755775 | lrm: 0.22 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 33s    
step 00906 (89.0%) | loss: 3.756561 | lrm: 0.22 | dt: 299ms | tok/sec: 54,871 | mfu: 35.4% | epoch: 1 | remaining: 33s    
step 00907 (89.1%) | loss: 3.757020 | lrm: 0.22 | dt: 299ms | tok/sec: 54,884 | mfu: 35.4% | epoch: 1 | remaining: 32s    
step 00908 (89.2%) | loss: 3.766307 | lrm: 0.22 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 32s    
step 00909 (89.3%) | loss: 3.771762 | lrm: 0.21 | dt: 298ms | tok/sec: 54,933 | mfu: 35.4% | epoch: 1 | remaining: 32s    
step 00910 (89.4%) | loss: 3.749621 | lrm: 0.21 | dt: 299ms | tok/sec: 54,879 | mfu: 35.4% | epoch: 1 | remaining: 31s    
step 00911 (89.5%) | loss: 3.754487 | lrm: 0.21 | dt: 298ms | tok/sec: 54,993 | mfu: 35.5% | epoch: 1 | remaining: 31s    
step 00912 (89.6%) | loss: 3.748647 | lrm: 0.21 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 31s    
step 00913 (89.7%) | loss: 3.745343 | lrm: 0.21 | dt: 299ms | tok/sec: 54,883 | mfu: 35.4% | epoch: 1 | remaining: 31s    
step 00914 (89.8%) | loss: 3.745818 | lrm: 0.20 | dt: 298ms | tok/sec: 54,896 | mfu: 35.4% | epoch: 1 | remaining: 30s    
step 00915 (89.9%) | loss: 3.767363 | lrm: 0.20 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 30s    
step 00916 (90.0%) | loss: 3.754717 | lrm: 0.20 | dt: 298ms | tok/sec: 54,978 | mfu: 35.5% | epoch: 1 | remaining: 30s    
step 00917 (90.1%) | loss: 3.755223 | lrm: 0.20 | dt: 298ms | tok/sec: 55,026 | mfu: 35.5% | epoch: 1 | remaining: 29s    
step 00918 (90.2%) | loss: 3.764350 | lrm: 0.20 | dt: 298ms | tok/sec: 54,928 | mfu: 35.4% | epoch: 1 | remaining: 29s    
step 00919 (90.3%) | loss: 3.763203 | lrm: 0.19 | dt: 298ms | tok/sec: 54,995 | mfu: 35.5% | epoch: 1 | remaining: 29s    
step 00920 (90.4%) | loss: 3.764852 | lrm: 0.19 | dt: 298ms | tok/sec: 54,972 | mfu: 35.5% | epoch: 1 | remaining: 29s    
step 00921 (90.5%) | loss: 3.755915 | lrm: 0.19 | dt: 299ms | tok/sec: 54,878 | mfu: 35.4% | epoch: 1 | remaining: 28s    
step 00922 (90.6%) | loss: 3.747848 | lrm: 0.19 | dt: 299ms | tok/sec: 54,815 | mfu: 35.4% | epoch: 1 | remaining: 28s    
step 00923 (90.7%) | loss: 3.747099 | lrm: 0.19 | dt: 298ms | tok/sec: 54,985 | mfu: 35.5% | epoch: 1 | remaining: 28s    
step 00924 (90.8%) | loss: 3.738651 | lrm: 0.18 | dt: 298ms | tok/sec: 54,998 | mfu: 35.5% | epoch: 1 | remaining: 27s    
step 00925 (90.9%) | loss: 3.738284 | lrm: 0.18 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 27s    
step 00926 (91.0%) | loss: 3.755475 | lrm: 0.18 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 27s    
step 00927 (91.1%) | loss: 3.748485 | lrm: 0.18 | dt: 298ms | tok/sec: 55,070 | mfu: 35.5% | epoch: 1 | remaining: 26s    
step 00928 (91.2%) | loss: 3.745241 | lrm: 0.18 | dt: 299ms | tok/sec: 54,868 | mfu: 35.4% | epoch: 1 | remaining: 26s    
step 00929 (91.3%) | loss: 3.757397 | lrm: 0.17 | dt: 298ms | tok/sec: 54,939 | mfu: 35.4% | epoch: 1 | remaining: 26s    
step 00930 (91.4%) | loss: 3.765584 | lrm: 0.17 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 26s    
step 00931 (91.5%) | loss: 3.760963 | lrm: 0.17 | dt: 298ms | tok/sec: 54,895 | mfu: 35.4% | epoch: 1 | remaining: 25s    
step 00932 (91.6%) | loss: 3.746113 | lrm: 0.17 | dt: 298ms | tok/sec: 54,994 | mfu: 35.5% | epoch: 1 | remaining: 25s    
step 00933 (91.7%) | loss: 3.749297 | lrm: 0.17 | dt: 298ms | tok/sec: 55,004 | mfu: 35.5% | epoch: 1 | remaining: 25s    
step 00934 (91.8%) | loss: 3.744925 | lrm: 0.16 | dt: 298ms | tok/sec: 54,935 | mfu: 35.4% | epoch: 1 | remaining: 24s    
step 00935 (91.9%) | loss: 3.747893 | lrm: 0.16 | dt: 298ms | tok/sec: 55,030 | mfu: 35.5% | epoch: 1 | remaining: 24s    
step 00936 (92.0%) | loss: 3.747656 | lrm: 0.16 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 24s    
step 00937 (92.1%) | loss: 3.744650 | lrm: 0.16 | dt: 299ms | tok/sec: 54,838 | mfu: 35.4% | epoch: 1 | remaining: 23s    
step 00938 (92.2%) | loss: 3.738267 | lrm: 0.16 | dt: 298ms | tok/sec: 55,059 | mfu: 35.5% | epoch: 1 | remaining: 23s    
step 00939 (92.3%) | loss: 3.752283 | lrm: 0.15 | dt: 298ms | tok/sec: 55,020 | mfu: 35.5% | epoch: 1 | remaining: 23s    
step 00940 (92.4%) | loss: 3.747019 | lrm: 0.15 | dt: 298ms | tok/sec: 54,893 | mfu: 35.4% | epoch: 1 | remaining: 23s    
step 00941 (92.5%) | loss: 3.740334 | lrm: 0.15 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 22s    
step 00942 (92.6%) | loss: 3.746607 | lrm: 0.15 | dt: 298ms | tok/sec: 54,987 | mfu: 35.5% | epoch: 1 | remaining: 22s    
step 00943 (92.7%) | loss: 3.745042 | lrm: 0.15 | dt: 299ms | tok/sec: 54,810 | mfu: 35.3% | epoch: 1 | remaining: 22s    
step 00944 (92.8%) | loss: 3.750668 | lrm: 0.14 | dt: 298ms | tok/sec: 54,949 | mfu: 35.4% | epoch: 1 | remaining: 21s    
step 00945 (92.9%) | loss: 3.763009 | lrm: 0.14 | dt: 298ms | tok/sec: 54,922 | mfu: 35.4% | epoch: 1 | remaining: 21s    
step 00946 (93.0%) | loss: 3.757709 | lrm: 0.14 | dt: 299ms | tok/sec: 54,881 | mfu: 35.4% | epoch: 1 | remaining: 21s    
step 00947 (93.1%) | loss: 3.747480 | lrm: 0.14 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 20s    
step 00948 (93.2%) | loss: 3.741992 | lrm: 0.14 | dt: 298ms | tok/sec: 54,941 | mfu: 35.4% | epoch: 1 | remaining: 20s    
step 00949 (93.3%) | loss: 3.739238 | lrm: 0.13 | dt: 299ms | tok/sec: 54,887 | mfu: 35.4% | epoch: 1 | remaining: 20s    
step 00950 (93.4%) | loss: 3.729879 | lrm: 0.13 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 20s    
step 00951 (93.5%) | loss: 3.736345 | lrm: 0.13 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 19s    
